0.000000 0.000000 0.000000 0.000000
0.000000 0.062500 0.000000 0.000000
0.000000 0.125000 0.000000 0.000000
0.000000 0.187500 0.000000 0.000000
0.000000 0.250000 0.000000 0.000000
0.000000 0.312500 0.000000 0.000000
0.000000 0.375000 0.000000 0.000000
0.000000 0.437500 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.125000 0.000000 0.053527 0.107273
0.125000 0.062500 0.052520 0.107273
0.125000 0.125000 0.049532 0.107273
0.125000 0.187500 0.044665 0.107273
0.125000 0.250000 0.038086 0.107273
0.125000 0.312500 0.030021 0.107273
0.125000 0.375000 0.020757 0.107273
0.125000 0.437500 0.010625 0.107273
0.125000 0.500000 0.000000 0.107273
0.250000 0.000000 0.090471 0.173227
0.250000 0.062500 0.088791 0.173227
0.250000 0.125000 0.083803 0.173227
0.250000 0.187500 0.075662 0.173227
0.250000 0.250000 0.064625 0.173227
0.250000 0.312500 0.051048 0.173227
0.250000 0.375000 0.035382 0.173227
0.250000 0.437500 0.018162 0.173227
0.250000 0.500000 0.000000 0.173227
0.375000 0.000000 0.112162 0.194876
0.375000 0.062500 0.110095 0.194876
0.375000 0.125000 0.103954 0.194876
0.375000 0.187500 0.093921 0.194876
0.375000 0.250000 0.080298 0.194876
0.375000 0.312500 0.063505 0.194876
0.375000 0.375000 0.044079 0.194876
0.375000 0.437500 0.022663 0.194876
0.375000 0.500000 0.000000 0.194876
0.500000 0.000000 0.119317 0.176777
0.500000 0.062500 0.117123 0.176777
0.500000 0.125000 0.110605 0.176777
0.500000 0.187500 0.099953 0.176777
0.500000 0.250000 0.085482 0.176777
0.500000 0.312500 0.067632 0.176777
0.500000 0.375000 0.046966 0.176777
0.500000 0.437500 0.024160 0.176777
0.500000 0.500000 0.000000 0.176777
0.625000 0.000000 0.112162 0.130212
0.625000 0.062500 0.110095 0.130212
0.625000 0.125000 0.103954 0.130212
0.625000 0.187500 0.093921 0.130212
0.625000 0.250000 0.080298 0.130212
0.625000 0.312500 0.063505 0.130212
0.625000 0.375000 0.044079 0.130212
0.625000 0.437500 0.022663 0.130212
0.625000 0.500000 0.000000 0.130212
0.750000 0.000000 0.090471 0.071753
0.750000 0.062500 0.088791 0.071753
0.750000 0.125000 0.083803 0.071753
0.750000 0.187500 0.075662 0.071753
0.750000 0.250000 0.064625 0.071753
0.750000 0.312500 0.051048 0.071753
0.750000 0.375000 0.035382 0.071753
0.750000 0.437500 0.018162 0.071753
0.750000 0.500000 0.000000 0.071753
0.875000 0.000000 0.053527 0.021338
0.875000 0.062500 0.052520 0.021338
0.875000 0.125000 0.049532 0.021338
0.875000 0.187500 0.044665 0.021338
0.875000 0.250000 0.038086 0.021338
0.875000 0.312500 0.030021 0.021338
0.875000 0.375000 0.020757 0.021338
0.875000 0.437500 0.010625 0.021338
0.875000 0.500000 0.000000 0.021338
1.000000 0.000000 0.000000 0.000000
1.000000 0.062500 0.000000 0.000000
1.000000 0.125000 0.000000 0.000000
1.000000 0.187500 0.000000 0.000000
1.000000 0.250000 0.000000 0.000000
1.000000 0.312500 0.000000 0.000000
1.000000 0.375000 0.000000 0.000000
1.000000 0.437500 0.000000 0.000000
1.000000 0.500000 0.000000 0.000000
