0.000000 0.000000 0.000000 0.000000
0.000000 0.083333 0.000000 0.000000
0.000000 0.166667 0.000000 0.000000
0.000000 0.250000 0.000000 0.000000
0.000000 0.333333 0.000000 0.000000
0.000000 0.416667 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.125000 0.000000 0.070909 0.105648
0.125000 0.083333 0.068557 0.105648
0.125000 0.166667 0.061638 0.105648
0.125000 0.250000 0.050552 0.105648
0.125000 0.333333 0.035957 0.105648
0.125000 0.416667 0.018742 0.105648
0.125000 0.500000 0.000000 0.105648
0.250000 0.000000 0.119347 0.162380
0.250000 0.083333 0.115455 0.162380
0.250000 0.166667 0.103976 0.162380
0.250000 0.250000 0.085510 0.162380
0.250000 0.333333 0.061048 0.162380
0.250000 0.416667 0.031967 0.162380
0.250000 0.500000 0.000000 0.162380
0.375000 0.000000 0.147615 0.165728
0.375000 0.083333 0.142845 0.165728
0.375000 0.166667 0.128763 0.165728
0.375000 0.250000 0.106058 0.165728
0.375000 0.333333 0.075879 0.165728
0.375000 0.416667 0.039838 0.165728
0.375000 0.500000 0.000000 0.165728
0.500000 0.000000 0.156913 0.125000
0.500000 0.083333 0.151857 0.125000
0.500000 0.166667 0.136928 0.125000
0.500000 0.250000 0.112839 0.125000
0.500000 0.333333 0.080786 0.125000
0.500000 0.416667 0.042451 0.125000
0.500000 0.500000 0.000000 0.125000
0.625000 0.000000 0.147615 0.060661
0.625000 0.083333 0.142845 0.060661
0.625000 0.166667 0.128763 0.060661
0.625000 0.250000 0.106058 0.060661
0.625000 0.333333 0.075879 0.060661
0.625000 0.416667 0.039838 0.060661
0.625000 0.500000 0.000000 0.060661
0.750000 0.000000 0.119347 0.000000
0.750000 0.083333 0.115455 0.000000
0.750000 0.166667 0.103976 0.000000
0.750000 0.250000 0.085510 0.000000
0.750000 0.333333 0.061048 0.000000
0.750000 0.416667 0.031967 0.000000
0.750000 0.500000 0.000000 0.000000
0.875000 0.000000 0.070909 0.109375
0.875000 0.083333 0.068557 0.109375
0.875000 0.166667 0.061638 0.109375
0.875000 0.250000 0.050552 0.109375
0.875000 0.333333 0.035957 0.109375
0.875000 0.416667 0.018742 0.109375
0.875000 0.500000 0.000000 0.109375
1.000000 0.000000 0.000000 0.000000
1.000000 0.083333 0.000000 0.000000
1.000000 0.166667 0.000000 0.000000
1.000000 0.250000 0.000000 0.000000
1.000000 0.333333 0.000000 0.000000
1.000000 0.416667 0.000000 0.000000
1.000000 0.500000 0.000000 0.000000
