1.000000e+00 7.000000e+00 9.900000e+01 9.000000e+00 1.000000e+00 9.100000e+01 9.146998e+01
1.000000e+00 4.000000e+00 8.200000e+01 4.000000e+00 2.000000e+00 6.500000e+01 6.345215e+01
1.000000e+00 8.000000e+00 5.100000e+01 7.000000e+00 2.000000e+00 4.500000e+01 4.474812e+01
1.000000e+00 5.000000e+00 5.200000e+01 5.000000e+00 2.000000e+00 3.600000e+01 3.626828e+01
1.000000e+00 7.000000e+00 7.500000e+01 8.000000e+00 5.000000e+00 6.600000e+01 6.737110e+01
1.000000e+00 3.000000e+00 7.800000e+01 9.000000e+00 6.000000e+00 6.100000e+01 5.970222e+01
1.000000e+00 7.000000e+00 7.300000e+01 5.000000e+00 6.000000e+00 6.300000e+01 6.410415e+01
1.000000e+00 8.000000e+00 4.500000e+01 4.000000e+00 6.000000e+00 4.200000e+01 3.800145e+01
1.000000e+00 5.000000e+00 7.700000e+01 8.000000e+00 2.000000e+00 6.100000e+01 6.312090e+01
1.000000e+00 4.000000e+00 8.900000e+01 4.000000e+00 0.000000e+00 6.900000e+01 7.017870e+01
1.000000e+00 8.000000e+00 9.100000e+01 4.000000e+00 5.000000e+00 8.400000e+01 8.458474e+01
1.000000e+00 8.000000e+00 7.900000e+01 6.000000e+00 2.000000e+00 7.300000e+01 7.274611e+01
1.000000e+00 3.000000e+00 4.700000e+01 9.000000e+00 2.000000e+00 2.700000e+01 2.739298e+01
1.000000e+00 6.000000e+00 4.700000e+01 4.000000e+00 2.000000e+00 3.300000e+01 3.355524e+01
1.000000e+00 5.000000e+00 7.900000e+01 7.000000e+00 8.000000e+00 6.800000e+01 6.585451e+01
1.000000e+00 2.000000e+00 7.200000e+01 4.000000e+00 3.000000e+00 4.300000e+01 4.778271e+01
1.000000e+00 8.000000e+00 7.300000e+01 8.000000e+00 4.000000e+00 6.700000e+01 6.798922e+01
1.000000e+00 6.000000e+00 8.300000e+01 7.000000e+00 2.000000e+00 7.000000e+01 7.159420e+01
1.000000e+00 2.000000e+00 5.400000e+01 4.000000e+00 9.000000e+00 3.000000e+01 3.065386e+01
1.000000e+00 5.000000e+00 7.500000e+01 7.000000e+00 0.000000e+00 6.300000e+01 6.021862e+01
1.000000e+00 1.000000e+00 9.900000e+01 4.000000e+00 3.000000e+00 7.100000e+01 7.239211e+01
1.000000e+00 6.000000e+00 9.600000e+01 9.000000e+00 0.000000e+00 8.500000e+01 8.537513e+01
1.000000e+00 9.000000e+00 7.400000e+01 7.000000e+00 6.000000e+00 7.300000e+01 7.176985e+01
1.000000e+00 1.000000e+00 8.500000e+01 5.000000e+00 6.000000e+00 5.700000e+01 5.921934e+01
1.000000e+00 3.000000e+00 6.100000e+01 6.000000e+00 3.000000e+00 3.500000e+01 4.039710e+01
1.000000e+00 7.000000e+00 6.200000e+01 7.000000e+00 4.000000e+00 4.900000e+01 5.347848e+01
1.000000e+00 4.000000e+00 7.900000e+01 8.000000e+00 9.000000e+00 6.600000e+01 6.367887e+01
1.000000e+00 9.000000e+00 8.400000e+01 6.000000e+00 6.000000e+00 8.300000e+01 8.146290e+01
1.000000e+00 3.000000e+00 9.400000e+01 6.000000e+00 5.000000e+00 7.400000e+01 7.434819e+01
1.000000e+00 5.000000e+00 9.000000e+01 4.000000e+00 3.000000e+00 7.400000e+01 7.463171e+01
1.000000e+00 3.000000e+00 6.100000e+01 7.000000e+00 3.000000e+00 3.900000e+01 4.087346e+01
1.000000e+00 7.000000e+00 4.400000e+01 9.000000e+00 1.000000e+00 3.600000e+01 3.553821e+01
1.000000e+00 5.000000e+00 7.000000e+01 6.000000e+00 9.000000e+00 5.800000e+01 5.642170e+01
1.000000e+00 9.000000e+00 5.200000e+01 8.000000e+00 1.000000e+00 4.700000e+01 4.889342e+01
1.000000e+00 7.000000e+00 6.700000e+01 9.000000e+00 3.000000e+00 6.000000e+01 5.931989e+01
1.000000e+00 2.000000e+00 9.700000e+01 9.000000e+00 4.000000e+00 7.400000e+01 7.578406e+01
1.000000e+00 4.000000e+00 5.900000e+01 8.000000e+00 3.000000e+00 4.200000e+01 4.216395e+01
1.000000e+00 9.000000e+00 7.200000e+01 8.000000e+00 2.000000e+00 6.800000e+01 6.942826e+01
1.000000e+00 2.000000e+00 5.500000e+01 4.000000e+00 1.000000e+00 3.200000e+01 3.010268e+01
1.000000e+00 9.000000e+00 6.800000e+01 5.000000e+00 3.000000e+00 6.400000e+01 6.412743e+01
1.000000e+00 5.000000e+00 6.200000e+01 7.000000e+00 4.000000e+00 4.500000e+01 4.778245e+01
1.000000e+00 2.000000e+00 6.300000e+01 6.000000e+00 0.000000e+00 3.900000e+01 3.899491e+01
1.000000e+00 4.000000e+00 7.300000e+01 7.000000e+00 0.000000e+00 5.800000e+01 5.533672e+01
1.000000e+00 7.000000e+00 4.600000e+01 9.000000e+00 5.000000e+00 3.600000e+01 3.835616e+01
