0.000000 -1.000000
0.012658 -0.892805
0.025316 -0.892805
0.037975 -0.891573
0.050633 -0.889106
0.063291 -0.885400
0.075949 -0.880449
0.088608 -0.874243
0.101266 -0.866772
0.113924 -0.858026
0.126582 -0.847990
0.139241 -0.836653
0.151899 -0.824001
0.164557 -0.810021
0.177215 -0.794702
0.189873 -0.778034
0.202532 -0.760008
0.215190 -0.740621
0.227848 -0.719868
0.240506 -0.697753
0.253165 -0.674280
0.265823 -0.649462
0.278481 -0.623313
0.291139 -0.595856
0.303797 -0.567118
0.316456 -0.537134
0.329114 -0.505942
0.341772 -0.473589
0.354430 -0.440130
0.367089 -0.405624
0.379747 -0.370136
0.392405 -0.333740
0.405063 -0.296513
0.417722 -0.258538
0.430380 -0.219906
0.443038 -0.180708
0.455696 -0.141043
0.468354 -0.101010
0.481013 -0.060712
0.493671 -0.020255
0.506329 0.020255
0.518987 0.060712
0.531646 0.101010
0.544304 0.141043
0.556962 0.180708
0.569620 0.219906
0.582278 0.258538
0.594937 0.296513
0.607595 0.333740
0.620253 0.370136
0.632911 0.405624
0.645570 0.440130
0.658228 0.473589
0.670886 0.505942
0.683544 0.537134
0.696203 0.567118
0.708861 0.595856
0.721519 0.623313
0.734177 0.649462
0.746835 0.674280
0.759494 0.697753
0.772152 0.719868
0.784810 0.740621
0.797468 0.760008
0.810127 0.778034
0.822785 0.794702
0.835443 0.810021
0.848101 0.824001
0.860759 0.836653
0.873418 0.847990
0.886076 0.858026
0.898734 0.866772
0.911392 0.874243
0.924051 0.880449
0.936709 0.885400
0.949367 0.889106
0.962025 0.891573
0.974684 0.892805
0.987342 0.892805
1.000000 1.000000
