0.000000 -1.000000
0.012658 -0.662860
0.025316 -0.662860
0.037975 -0.661744
0.050633 -0.659514
0.063291 -0.656174
0.075949 -0.651727
0.088608 -0.646181
0.101266 -0.639544
0.113924 -0.631826
0.126582 -0.623038
0.139241 -0.613194
0.151899 -0.602309
0.164557 -0.590400
0.177215 -0.577484
0.189873 -0.563582
0.202532 -0.548715
0.215190 -0.532907
0.227848 -0.516183
0.240506 -0.498569
0.253165 -0.480094
0.265823 -0.460788
0.278481 -0.440682
0.291139 -0.419809
0.303797 -0.398205
0.316456 -0.375904
0.329114 -0.352944
0.341772 -0.329365
0.354430 -0.305207
0.367089 -0.280511
0.379747 -0.255319
0.392405 -0.229676
0.405063 -0.203625
0.417722 -0.177214
0.430380 -0.150487
0.443038 -0.123493
0.455696 -0.096279
0.468354 -0.068894
0.481013 -0.041385
0.493671 -0.013803
0.506329 0.013803
0.518987 0.041385
0.531646 0.068894
0.544304 0.096279
0.556962 0.123493
0.569620 0.150487
0.582278 0.177214
0.594937 0.203625
0.607595 0.229676
0.620253 0.255319
0.632911 0.280511
0.645570 0.305207
0.658228 0.329365
0.670886 0.352944
0.683544 0.375904
0.696203 0.398205
0.708861 0.419809
0.721519 0.440682
0.734177 0.460788
0.746835 0.480094
0.759494 0.498569
0.772152 0.516183
0.784810 0.532907
0.797468 0.548715
0.810127 0.563582
0.822785 0.577484
0.835443 0.590400
0.848101 0.602309
0.860759 0.613194
0.873418 0.623038
0.886076 0.631826
0.898734 0.639544
0.911392 0.646181
0.924051 0.651727
0.936709 0.656174
0.949367 0.659514
0.962025 0.661744
0.974684 0.662860
0.987342 0.662860
1.000000 1.000000
