0.000000 -1.000000
0.012658 -0.735617
0.025316 -0.735617
0.037975 -0.734404
0.050633 -0.731978
0.063291 -0.728344
0.075949 -0.723505
0.088608 -0.717467
0.101266 -0.710237
0.113924 -0.701823
0.126582 -0.692237
0.139241 -0.681489
0.151899 -0.669594
0.164557 -0.656567
0.177215 -0.642424
0.189873 -0.627184
0.202532 -0.610868
0.215190 -0.593499
0.227848 -0.575101
0.240506 -0.555701
0.253165 -0.535326
0.265823 -0.514008
0.278481 -0.491779
0.291139 -0.468674
0.303797 -0.444729
0.316456 -0.419984
0.329114 -0.394479
0.341772 -0.368256
0.354430 -0.341361
0.367089 -0.313839
0.379747 -0.285739
0.392405 -0.257111
0.405063 -0.228005
0.417722 -0.198475
0.430380 -0.168574
0.443038 -0.138358
0.455696 -0.107883
0.468354 -0.077204
0.481013 -0.046381
0.493671 -0.015470
0.506329 0.015470
0.518987 0.046381
0.531646 0.077204
0.544304 0.107883
0.556962 0.138358
0.569620 0.168574
0.582278 0.198475
0.594937 0.228005
0.607595 0.257111
0.620253 0.285739
0.632911 0.313839
0.645570 0.341361
0.658228 0.368256
0.670886 0.394479
0.683544 0.419984
0.696203 0.444729
0.708861 0.468674
0.721519 0.491779
0.734177 0.514008
0.746835 0.535326
0.759494 0.555701
0.772152 0.575101
0.784810 0.593499
0.797468 0.610868
0.810127 0.627184
0.822785 0.642424
0.835443 0.656567
0.848101 0.669594
0.860759 0.681489
0.873418 0.692237
0.886076 0.701823
0.898734 0.710237
0.911392 0.717467
0.924051 0.723505
0.936709 0.728344
0.949367 0.731978
0.962025 0.734404
0.974684 0.735617
0.987342 0.735617
1.000000 1.000000
