0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.010101e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
2.020202e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
3.030303e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
4.040404e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
5.050505e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
6.060606e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
7.070707e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
8.080808e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
9.090909e-02 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.010101e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.111111e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.212121e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.313131e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.414141e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.515152e-01 1.000000e+00 0.000000e+00 1.000000e+00 2.500000e+00
1.616162e-01 9.999921e-01 9.349422e-06 9.999889e-01 2.499992e+00
1.717172e-01 9.999921e-01 9.349422e-06 9.999889e-01 2.499992e+00
1.818182e-01 9.998983e-01 1.203100e-04 9.998577e-01 2.499898e+00
1.919192e-01 9.998983e-01 1.203100e-04 9.998577e-01 2.499898e+00
2.020202e-01 9.993611e-01 7.557798e-04 9.991060e-01 2.499362e+00
2.121212e-01 9.993611e-01 7.557798e-04 9.991060e-01 2.499362e+00
2.222222e-01 9.973816e-01 3.096918e-03 9.963407e-01 2.497391e+00
2.323232e-01 9.973816e-01 3.096918e-03 9.963407e-01 2.497391e+00
2.424242e-01 9.920906e-01 9.358341e-03 9.889742e-01 2.492147e+00
2.525253e-01 9.920906e-01 9.358341e-03 9.889742e-01 2.492147e+00
2.626263e-01 9.810746e-01 2.243219e-02 9.737335e-01 2.481293e+00
2.727273e-01 9.810746e-01 2.243219e-02 9.737335e-01 2.481293e+00
2.828283e-01 9.622541e-01 4.492888e-02 9.479571e-01 2.462856e+00
2.929293e-01 9.622541e-01 4.492888e-02 9.479571e-01 2.462856e+00
3.030303e-01 9.347164e-01 7.828579e-02 9.107775e-01 2.435973e+00
3.131313e-01 9.347164e-01 7.828579e-02 9.107775e-01 2.435973e+00
3.232323e-01 8.989433e-01 1.225163e-01 8.633632e-01 2.401050e+00
3.333333e-01 8.989433e-01 1.225163e-01 8.633632e-01 2.401050e+00
3.434343e-01 8.564476e-01 1.765445e-01 8.082821e-01 2.359403e+00
3.535354e-01 8.564476e-01 1.765445e-01 8.082821e-01 2.359403e+00
3.636364e-01 8.092092e-01 2.387237e-01 7.486065e-01 2.312772e+00
3.737374e-01 8.092092e-01 2.387237e-01 7.486065e-01 2.312772e+00
3.838384e-01 7.592324e-01 3.072321e-01 6.872475e-01 2.262968e+00
3.939394e-01 7.592324e-01 3.072321e-01 6.872475e-01 2.262968e+00
4.040404e-01 7.083142e-01 3.802650e-01 6.266375e-01 2.211721e+00
4.141414e-01 7.083142e-01 3.802650e-01 6.266375e-01 2.211721e+00
4.242424e-01 6.579802e-01 4.560577e-01 5.686713e-01 2.160670e+00
