0.000000 0.000000 0.000000 0.000000
0.000000 0.125000 0.000000 0.000000
0.000000 0.250000 0.000000 0.000000
0.000000 0.375000 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.125000 0.000000 0.105069 0.101049
0.125000 0.125000 0.097369 0.101049
0.125000 0.250000 0.075187 0.101049
0.125000 0.375000 0.041249 0.101049
0.125000 0.500000 0.000000 0.101049
0.250000 0.000000 0.175470 0.132583
0.250000 0.125000 0.162890 0.132583
0.250000 0.250000 0.126425 0.132583
0.250000 0.375000 0.069941 0.132583
0.250000 0.500000 0.000000 0.132583
0.375000 0.000000 0.216110 0.089691
0.375000 0.125000 0.200802 0.089691
0.375000 0.250000 0.156284 0.089691
0.375000 0.375000 0.086866 0.089691
0.375000 0.500000 0.000000 0.089691
0.500000 0.000000 0.229411 0.000000
0.500000 0.125000 0.213222 0.000000
0.500000 0.250000 0.166099 0.000000
0.500000 0.375000 0.092460 0.000000
0.500000 0.500000 0.000000 0.000000
0.625000 0.000000 0.216110 0.234375
0.625000 0.125000 0.200802 0.234375
0.625000 0.250000 0.156284 0.234375
0.625000 0.375000 0.086866 0.234375
0.625000 0.500000 0.000000 0.234375
0.750000 0.000000 0.175470 0.173227
0.750000 0.125000 0.162890 0.173227
0.750000 0.250000 0.126425 0.173227
0.750000 0.375000 0.069941 0.173227
0.750000 0.500000 0.000000 0.173227
0.875000 0.000000 0.105069 0.101049
0.875000 0.125000 0.097369 0.101049
0.875000 0.250000 0.075187 0.101049
0.875000 0.375000 0.041249 0.101049
0.875000 0.500000 0.000000 0.101049
1.000000 0.000000 0.000000 0.000000
1.000000 0.125000 0.000000 0.000000
1.000000 0.250000 0.000000 0.000000
1.000000 0.375000 0.000000 0.000000
1.000000 0.500000 0.000000 0.000000
