0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.001619 0.001624 0.001638 0.001661 0.001692 0.001730 0.001771 0.001815 0.001858 0.001899 0.001936 0.001965 0.001986 0.001995 0.001993 0.001977 0.000000 
0.002052 0.002054 0.002060 0.002070 0.002083 0.002097 0.002112 0.002125 0.002136 0.002141 0.002141 0.002132 0.002114 0.002085 0.002045 0.001992 0.000000 
0.002467 0.002466 0.002464 0.002461 0.002455 0.002447 0.002434 0.002417 0.002394 0.002365 0.002327 0.002281 0.002225 0.002159 0.002082 0.001995 0.000000 
0.002861 0.002858 0.002848 0.002831 0.002808 0.002776 0.002737 0.002690 0.002635 0.002570 0.002496 0.002413 0.002320 0.002219 0.002108 0.001988 0.000000 
0.003234 0.003228 0.003210 0.003180 0.003138 0.003085 0.003020 0.002943 0.002856 0.002757 0.002649 0.002530 0.002403 0.002267 0.002123 0.001974 0.000000 
0.003581 0.003573 0.003547 0.003504 0.003446 0.003371 0.003281 0.003176 0.003058 0.002927 0.002785 0.002633 0.002473 0.002305 0.002131 0.001954 0.000000 
0.003901 0.003890 0.003858 0.003803 0.003728 0.003633 0.003519 0.003388 0.003241 0.003080 0.002907 0.002723 0.002532 0.002334 0.002133 0.001930 0.000000 
0.004193 0.004180 0.004140 0.004075 0.003984 0.003870 0.003734 0.003579 0.003405 0.003216 0.003014 0.002801 0.002582 0.002357 0.002131 0.001905 0.000000 
0.004454 0.004439 0.004393 0.004317 0.004213 0.004082 0.003926 0.003748 0.003550 0.003335 0.003107 0.002868 0.002623 0.002374 0.002125 0.001879 0.000000 
0.004683 0.004666 0.004615 0.004530 0.004413 0.004267 0.004093 0.003895 0.003675 0.003438 0.003186 0.002925 0.002657 0.002387 0.002118 0.001854 0.000000 
0.004879 0.004860 0.004804 0.004711 0.004584 0.004424 0.004235 0.004019 0.003781 0.003524 0.003253 0.002972 0.002685 0.002396 0.002110 0.001830 0.000000 
0.005041 0.005021 0.004961 0.004861 0.004725 0.004554 0.004352 0.004122 0.003868 0.003595 0.003307 0.003009 0.002706 0.002402 0.002102 0.001810 0.000000 
