0.000000 0.000000 0.000000 0.000000
0.000000 0.031250 0.000000 0.000000
0.000000 0.062500 0.000000 0.000000
0.000000 0.093750 0.000000 0.000000
0.000000 0.125000 0.000000 0.000000
0.000000 0.156250 0.000000 0.000000
0.000000 0.187500 0.000000 0.000000
0.000000 0.218750 0.000000 0.000000
0.000000 0.250000 0.000000 0.000000
0.000000 0.281250 0.000000 0.000000
0.000000 0.312500 0.000000 0.000000
0.000000 0.343750 0.000000 0.000000
0.000000 0.375000 0.000000 0.000000
0.000000 0.406250 0.000000 0.000000
0.000000 0.437500 0.000000 0.000000
0.000000 0.468750 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.031250 0.000000 0.033803 0.030128
0.031250 0.031250 0.033689 0.030128
0.031250 0.062500 0.033346 0.030128
0.031250 0.093750 0.032773 0.030128
0.031250 0.125000 0.031970 0.030128
0.031250 0.156250 0.030933 0.030128
0.031250 0.187500 0.029661 0.030128
0.031250 0.218750 0.028149 0.030128
0.031250 0.250000 0.026391 0.030128
0.031250 0.281250 0.024378 0.030128
0.031250 0.312500 0.022096 0.030128
0.031250 0.343750 0.019528 0.030128
0.031250 0.375000 0.016641 0.030128
0.031250 0.406250 0.013385 0.030128
0.031250 0.437500 0.009675 0.030128
0.031250 0.468750 0.005338 0.030128
0.031250 0.500000 0.000000 0.030128
0.062500 0.000000 0.065425 0.057468
0.062500 0.031250 0.065198 0.057468
0.062500 0.062500 0.064514 0.057468
0.062500 0.093750 0.063375 0.057468
0.062500 0.125000 0.061777 0.057468
0.062500 0.156250 0.059717 0.057468
0.062500 0.187500 0.057192 0.057468
0.062500 0.218750 0.054193 0.057468
0.062500 0.250000 0.050710 0.057468
0.062500 0.281250 0.046728 0.057468
0.062500 0.312500 0.042223 0.057468
0.062500 0.343750 0.037161 0.057468
0.062500 0.375000 0.031487 0.057468
0.062500 0.406250 0.025118 0.057468
0.062500 0.437500 0.017921 0.057468
0.062500 0.468750 0.009673 0.057468
0.062500 0.500000 0.000000 0.057468
0.093750 0.000000 0.094845 0.081303
0.093750 0.031250 0.094507 0.081303
0.093750 0.062500 0.093492 0.081303
0.093750 0.093750 0.091800 0.081303
0.093750 0.125000 0.089429 0.081303
0.093750 0.156250 0.086376 0.081303
0.093750 0.187500 0.082634 0.081303
0.093750 0.218750 0.078196 0.081303
