0.000000 -1.000000
0.012658 -0.813625
0.025316 -0.813625
0.037975 -0.812349
0.050633 -0.809795
0.063291 -0.805967
0.075949 -0.800864
0.088608 -0.794490
0.101266 -0.786846
0.113924 -0.777937
0.126582 -0.767766
0.139241 -0.756340
0.151899 -0.743666
0.164557 -0.729751
0.177215 -0.714606
0.189873 -0.698242
0.202532 -0.680675
0.215190 -0.661918
0.227848 -0.641992
0.240506 -0.620917
0.253165 -0.598718
0.265823 -0.575420
0.278481 -0.551055
0.291139 -0.525654
0.303797 -0.499253
0.316456 -0.471894
0.329114 -0.443617
0.341772 -0.414469
0.354430 -0.384499
0.367089 -0.353760
0.379747 -0.322306
0.392405 -0.290197
0.405063 -0.257493
0.417722 -0.224258
0.430380 -0.190557
0.443038 -0.156459
0.455696 -0.122033
0.468354 -0.087350
0.481013 -0.052484
0.493671 -0.017507
0.506329 0.017507
0.518987 0.052484
0.531646 0.087350
0.544304 0.122033
0.556962 0.156459
0.569620 0.190557
0.582278 0.224258
0.594937 0.257493
0.607595 0.290197
0.620253 0.322306
0.632911 0.353760
0.645570 0.384499
0.658228 0.414469
0.670886 0.443617
0.683544 0.471894
0.696203 0.499253
0.708861 0.525654
0.721519 0.551055
0.734177 0.575420
0.746835 0.598718
0.759494 0.620917
0.772152 0.641992
0.784810 0.661918
0.797468 0.680675
0.810127 0.698242
0.822785 0.714606
0.835443 0.729751
0.848101 0.743666
0.860759 0.756340
0.873418 0.767766
0.886076 0.777937
0.898734 0.786846
0.911392 0.794490
0.924051 0.800864
0.936709 0.805967
0.949367 0.809795
0.962025 0.812349
0.974684 0.813625
0.987342 0.813625
1.000000 1.000000
