0.000000 -1.000000
0.012658 -0.596449
0.025316 -0.596449
0.037975 -0.595437
0.050633 -0.593413
0.063291 -0.590382
0.075949 -0.586347
0.088608 -0.581317
0.101266 -0.575298
0.113924 -0.568301
0.126582 -0.560337
0.139241 -0.551418
0.151899 -0.541560
0.164557 -0.530779
0.177215 -0.519091
0.189873 -0.506517
0.202532 -0.493077
0.215190 -0.478793
0.227848 -0.463688
0.240506 -0.447789
0.253165 -0.431121
0.265823 -0.413712
0.278481 -0.395591
0.291139 -0.376789
0.303797 -0.357338
0.316456 -0.337270
0.329114 -0.316620
0.341772 -0.295423
0.354430 -0.273714
0.367089 -0.251532
0.379747 -0.228913
0.392405 -0.205898
0.405063 -0.182525
0.417722 -0.158835
0.430380 -0.134869
0.443038 -0.110669
0.455696 -0.086276
0.468354 -0.061733
0.481013 -0.037083
0.493671 -0.012368
0.506329 0.012368
0.518987 0.037083
0.531646 0.061733
0.544304 0.086276
0.556962 0.110669
0.569620 0.134869
0.582278 0.158835
0.594937 0.182525
0.607595 0.205898
0.620253 0.228913
0.632911 0.251532
0.645570 0.273714
0.658228 0.295423
0.670886 0.316620
0.683544 0.337270
0.696203 0.357338
0.708861 0.376789
0.721519 0.395591
0.734177 0.413712
0.746835 0.431121
0.759494 0.447789
0.772152 0.463688
0.784810 0.478793
0.797468 0.493077
0.810127 0.506517
0.822785 0.519091
0.835443 0.530779
0.848101 0.541560
0.860759 0.551418
0.873418 0.560337
0.886076 0.568301
0.898734 0.575298
0.911392 0.581317
0.924051 0.586347
0.936709 0.590382
0.949367 0.593413
0.962025 0.595437
0.974684 0.596449
0.987342 0.596449
1.000000 1.000000
