0.000000 -1.000000
0.012658 -0.536367
0.025316 -0.536367
0.037975 -0.535453
0.050633 -0.533626
0.063291 -0.530891
0.075949 -0.527250
0.088608 -0.522711
0.101266 -0.517281
0.113924 -0.510968
0.126582 -0.503785
0.139241 -0.495741
0.151899 -0.486852
0.164557 -0.477131
0.177215 -0.466596
0.189873 -0.455263
0.202532 -0.443153
0.215190 -0.430285
0.227848 -0.416681
0.240506 -0.402363
0.253165 -0.387357
0.265823 -0.371688
0.278481 -0.355382
0.291139 -0.338466
0.303797 -0.320970
0.316456 -0.302924
0.329114 -0.284357
0.341772 -0.265302
0.354430 -0.245792
0.367089 -0.225859
0.379747 -0.205538
0.392405 -0.184863
0.405063 -0.163870
0.417722 -0.142596
0.430380 -0.121076
0.443038 -0.099348
0.455696 -0.077449
0.468354 -0.055416
0.481013 -0.033288
0.493671 -0.011102
0.506329 0.011102
0.518987 0.033288
0.531646 0.055416
0.544304 0.077449
0.556962 0.099348
0.569620 0.121076
0.582278 0.142596
0.594937 0.163870
0.607595 0.184863
0.620253 0.205538
0.632911 0.225859
0.645570 0.245792
0.658228 0.265302
0.670886 0.284357
0.683544 0.302924
0.696203 0.320970
0.708861 0.338466
0.721519 0.355382
0.734177 0.371688
0.746835 0.387357
0.759494 0.402363
0.772152 0.416681
0.784810 0.430285
0.797468 0.443153
0.810127 0.455263
0.822785 0.466596
0.835443 0.477131
0.848101 0.486852
0.860759 0.495741
0.873418 0.503785
0.886076 0.510968
0.898734 0.517281
0.911392 0.522711
0.924051 0.527250
0.936709 0.530891
0.949367 0.533626
0.962025 0.535453
0.974684 0.536367
0.987342 0.536367
1.000000 1.000000
